Adducts,dCCS,Link,id
"M+H, M+Na",,http://nonlinear.com/redirect/outbound?p=chemspider&param=24608290,24608290
"M+H, M+Na",,http://nonlinear.com/redirect/outbound?p=chemspider&param=24768677,24768677
"M+H, M+Na",,http://nonlinear.com/redirect/outbound?p=chemspider&param=24768678,24768678
"M+H, M+Na",,http://nonlinear.com/redirect/outbound?p=chemspider&param=24768927,24768927
"M+H, M+Na",,http://nonlinear.com/redirect/outbound?p=chemspider&param=24769240,24769240
"M+H, M+Na",,http://nonlinear.com/redirect/outbound?p=chemspider&param=24769296,24769296
"M+H, M+Na",,http://nonlinear.com/redirect/outbound?p=chemspider&param=24769329,24769329
M+H,,http://nonlinear.com/redirect/outbound?p=chemspider&param=113381524,113381524
M+H,,http://nonlinear.com/redirect/outbound?p=chemspider&param=113381566,113381566
,,,59663701
,,,59663711
,,,59673896
,,,59683959
,,,59693746
,,,64808566
,,,75319998
,,,75320012
,,,75320021
,,,75320027
,,,75320031
,,,75320035
,,,75320038
,,,75320084
,,,75320100
,,,75320141
,,,75320184
,,,75320202
,,,75320210
,,,75320226
,,,75320235
,,,75320236
,,,75320244
,,,75320300
,,,75320305
,,,75320319
,,,75320320
,,,75320329
,,,75320373
,,,75320397
,,,75320470
,,,75320473
,,,7822964
,,,7822965
,,,7822982
,,,7822983
,,,7823111
,,,7823136
,,,7823162
,,,113371537
,,,113371639
,,,113371690
,,,113371708
,,,113371717
,,,113371720
,,,113372063
,,,113372076
,,,113372089
,,,113372101
,,,113372143
,,,113372150
,,,113372156
,,,113372161
,,,113372348
,,,113372369
,,,113372447
,,,113372686
,,,113372697
,,,113372708
,,,113372718
,,,113372765
,,,113372893
,,,113372975
,,,113372987
,,,113372999
,,,113373011
,,,113373022
,,,113373063
,,,113373071
,,,113373146
,,,113373194
,,,113373215
,,,113373225
,,,113373269
,,,113373446
,,,113373468
,,,113373478
,,,113373489
,,,113373499
,,,113373564
,,,113373581
,,,113373596
,,,113373756
,,,113373770
,,,113373833
,,,113373847
,,,113373888
,,,113373891
,,,113374192
,,,113374206
,,,113374252
,,,24608141
,,,24768224
,,,24768239
,,,24768265
,,,24768272
,,,30777703
,,,30777708
,,,30777730
,,,30777885
,,,30777895
,,,30777903
,,,30778078
,,,30778135
,,,30778328
,,,30778354
,,,35015306
,,,35015311
,,,35015338
,,,35015478
,,,35015505
,,,35015511
,,,35015532
,,,35015538
,,,35015566
,,,35015597
,,,35015709
,,,35015714
,,,35015771
,,,35015783
,,,35015784
,,,35015793
,,,35015799
,,,35015840
,,,35015856
,,,35015863
,,,35015877
,,,35015884
,,,35015912
,,,35015917
,,,35015930
,,,35015940
,,,35015957
,,,35015958
,,,35015967
,,,35015973
,,,35015980
,,,35016032
,,,35016038
,,,35016051
,,,35016065
,,,35016072
,,,35016184
,,,35016189
,,,35016559
,,,35016566
,,,35016586
,,,35016588
,,,35016615
,,,35016622
,,,35016782
,,,35016784
,,,35016979
,,,35016984
,,,35017028
,,,35017147
,,,35017171
,,,35017197
,,,35017217
,,,35017375
,,,35017438
,,,35017453
,,,35017490
,,,35017563
,,,35017573
,,,35017574
,,,35017583
,,,35017589
,,,35017599
,,,35017615
,,,35017634
,,,35017641
,,,35017746
,,,35017908
,,,35017914
,,,35017939
,,,35018197
,,,35018327
,,,35018343
,,,35018352
,,,35018669
,,,35019074
,,,35020685
,,,35020705
,,,35020711
,,,35020732
,,,35020830
,,,35020836
,,,35020846
,,,35020852
,,,35020858
,,,35020868
,,,35020878
,,,35020885
,,,35020893
,,,35020894
,,,35020903
,,,35020909
,,,35020965
,,,35020967
,,,35020983
,,,35020993
,,,35021009
,,,35021011
,,,35021025
,,,35021026
,,,35021035
,,,35021041
,,,35021050
,,,35021056
,,,35021098
,,,35021105
,,,35021137
,,,35021147
,,,35021182
,,,35021188
,,,35021245
,,,35021246
,,,35021296
,,,35021335
,,,35021340
,,,35021355
,,,35021444
,,,35021449
,,,35021458
,,,35021467
,,,35021474
,,,35021485
,,,35021491
,,,35021532
,,,35021598
,,,35021599
,,,35021608
,,,35021614
,,,35021655
,,,35021668
,,,35021674
,,,35021744
,,,35021745
,,,35021754
,,,35021760
,,,35021768
,,,35021774
,,,35021793
,,,35021800
,,,35021897
,,,35021903
,,,35021938
,,,35022024
,,,35022030
,,,35022040
,,,35022046
,,,35022053
,,,35022214
,,,35022354
,,,35022366
,,,35022373
,,,35022491
,,,35022527
,,,35022604
,,,35022610
,,,35022620
,,,35022627
,,,35022634
,,,35022770
,,,35022902
,,,35022913
,,,35022920
,,,35023033
,,,35023151
,,,35023158
,,,35023571
,,,35023683
,,,35023689
,,,35023705
,,,35025007
,,,35025014
,,,35025085
,,,35025394
,,,35025399
,,,35025402
,,,35025424
,,,35025484
,,,35025495
,,,35025501
,,,35025513
,,,35025526
,,,35025794
,,,35026143
,,,35026213
,,,35026219
,,,35026229
,,,35026469
,,,35026487
,,,35026544
,,,35027021
,,,35027076
,,,35027258
,,,35027470
,,,35027480
,,,35027514
,,,35027519
,,,35027525
,,,35027643
,,,59651518
,,,59651577
,,,59651707
,,,59651712
,,,59651740
,,,59651880
,,,59651907
,,,59651913
,,,59651935
,,,59651941
,,,59651968
,,,59651988
,,,59651999
,,,59652072
,,,59652078
,,,59652088
,,,59652106
,,,59652111
,,,59652116
,,,59652134
,,,59652141
,,,59652162
,,,59652173
,,,59652185
,,,59652186
,,,59652195
,,,59652201
,,,59652242
,,,59652258
,,,59652265
,,,59652279
,,,59652286
,,,59652309
,,,59652314
,,,59652319
,,,59652332
,,,59652342
,,,59652359
,,,59652360
,,,59652369
,,,59652375
,,,59652382
,,,59652391
,,,59652397
,,,59652410
,,,59652424
,,,59652431
,,,59652452
,,,59652543
,,,59652548
,,,59653338
,,,59653343
,,,59653387
,,,59653505
,,,59653529
,,,59653555
,,,59653576
,,,59653698
,,,59653704
,,,59653723
,,,59653733
,,,59653796
,,,59653811
,,,59653848
,,,59653910
,,,59653921
,,,59653931
,,,59653932
,,,59653941
,,,59653947
,,,59653957
,,,59653973
,,,59653992
,,,59653999
,,,59654104
,,,59654266
,,,59654272
,,,59654296
,,,59654554
,,,59654684
,,,59654700
,,,59654709
,,,59655019
,,,59655412
,,,59656952
,,,59656972
,,,59656978
,,,59656999
,,,59657097
,,,59657103
,,,59657113
,,,59657119
,,,59657125
,,,59657135
,,,59657145
,,,59657152
,,,59657160
,,,59657161
,,,59657170
,,,59657176
,,,59657234
,,,59657239
,,,59657244
,,,59657250
,,,59657260
,,,59657276
,,,59657287
,,,59657292
,,,59657293
,,,59657302
,,,59657308
,,,59657317
,,,59657323
,,,59657365
,,,59657372
,,,59657386
,,,59657404
,,,59657414
,,,59657449
,,,59657455
,,,59657476
,,,59657496
,,,59657512
,,,59657513
,,,59657563
,,,59657602
,,,59657607
,,,59657622
,,,59657711
,,,59657716
,,,59657725
,,,59657734
,,,59657741
,,,59657752
,,,59657758
,,,59657799
,,,59657861
,,,59657865
,,,59657866
,,,59657875
,,,59657881
,,,59657922
,,,59657935
,,,59657941
,,,59658011
,,,59658012
,,,59658021
,,,59658027
,,,59658035
,,,59658041
,,,59658060
,,,59658067
,,,59658080
,,,59658164
,,,59658170
,,,59658205
,,,59658291
,,,59658297
,,,59658307
,,,59658313
,,,59658320
,,,59658481
,,,59658621
,,,59658633
,,,59658640
,,,59658758
,,,59658794
,,,59658827
,,,59658838
,,,59658950
,,,59658956
,,,59658972
,,,59659831
,,,59659837
,,,59659847
,,,59659854
,,,59659861
,,,59659997
,,,59660127
,,,59660138
,,,59660145
,,,59660258
,,,59660373
,,,59660380
,,,59661211
,,,59661219
,,,59661235
,,,59661299
,,,59661304
,,,59661309
,,,59661322
,,,59661406
,,,59661409
,,,59661416
,,,59661506
,,,59661513
,,,59661603
,,,59661608
,,,59661613
,,,59661638
,,,59661697
,,,59661708
,,,59661714
,,,59661726
,,,59661739
,,,59661804
,,,59661997
,,,59662083
,,,59662354
,,,59662423
,,,59662429
,,,59662439
,,,59662675
,,,59662693
,,,59662815
,,,59663272
,,,59663324
,,,59663492
,,,59663703
,,,59663713
,,,59663747
,,,59663752
,,,59663758
,,,59663876
,,,59673916
,,,59673934
,,,59693764
,,,59693777
,,,59693783
,,,75320014
,,,75320023
,,,75320052
,,,75320059
,,,75320063
,,,75320102
,,,75320149
,,,75320204
,,,75320212
,,,75320230
,,,75320241
,,,75320249
,,,75320255
,,,75320261
,,,75320266
,,,75320302
,,,75320325
,,,75320333
,,,75320337
,,,75320340
,,,75320343
,,,75320375
,,,75320401
,,,75320479
,,,75320480
,,,75320494
,,,75320495
,,,7823055
,,,7823059
,,,7823062
,,,7823063
,,,7823078
,,,7823082
,,,7823083
,,,7823099
,,,7823100
,,,7823101
,,,7823363
,,,7823367
,,,7823384
,,,7823411
,,,7823415
,,,7823416
,,,7823561
,,,113371487
,,,113371527
,,,113371531
,,,113371563
,,,113371571
,,,113371594
,,,113371621
,,,113371632
,,,113371676
,,,113371866
,,,113371887
,,,113371953
,,,113371972
,,,113371998
,,,113372019
,,,113372038
,,,113372047
,,,113372059
,,,113372071
,,,113372084
,,,113372096
,,,113372253
,,,113372269
,,,113372279
,,,113372308
,,,113372323
,,,113372330
,,,113372341
,,,113372351
,,,113372362
,,,113372427
,,,113372538
,,,113372570
,,,113372589
,,,113372602
,,,113372610
,,,113372668
,,,113372676
,,,113372677
,,,113372829
,,,113372850
,,,113372873
,,,113372888
,,,113372897
,,,113372956
,,,113372964
,,,113372965
,,,113373128
,,,113373139
,,,113373151
,,,113373160
,,,113373187
,,,113373207
,,,113373208
,,,113373383
,,,113373407
,,,113373439
,,,113373460
,,,113373461
,,,113373481
,,,113373732
,,,24608114
,,,24608116
,,,24768192
,,,24768195
,,,24768196
,,,24768237
,,,30777670
,,,30777676
,,,30777704
,,,30777851
,,,30777882
,,,30777894
,,,30777898
,,,30779209
,,,35014118
,,,35015249
,,,35015254
,,,35015271
,,,35015273
,,,35015310
,,,35015439
,,,35015449
,,,35015466
,,,35015467
,,,35015476
,,,35015482
,,,35015494
,,,35015510
,,,35015522
,,,35015537
,,,35015549
,,,35015659
,,,35015717
,,,35015782
,,,35015839
,,,35015928
,,,35015929
,,,35015956
,,,35015979
,,,35016149
,,,35016151
,,,35016188
,,,35016983
,,,35017135
,,,35017136
,,,35017145
,,,35017151
,,,35017170
,,,35017180
,,,35017205
,,,35017437
,,,35017572
,,,35017598
,,,35017897
,,,35017913
,,,35017922
,,,35018326
,,,35018652
,,,35020631
,,,35020641
,,,35020673
,,,35020674
,,,35020683
,,,35020689
,,,35020694
,,,35020710
,,,35020808
,,,35020814
,,,35020834
,,,35020841
,,,35020856
,,,35020863
,,,35020892
,,,35020981
,,,35020982
,,,35021024
,,,35021135
,,,35021136
,,,35021294
,,,35021300
,,,35021339
,,,35021425
,,,35021431
,,,35021447
,,,35021453
,,,35021902
,,,35022028
,,,35022035
,,,35022490
,,,35022608
,,,35022615
,,,59651514
,,,59651644
,,,59651649
,,,59651654
,,,59651700
,,,59651711
,,,59651841
,,,59651851
,,,59651868
,,,59651869
,,,59651878
,,,59651884
,,,59651896
,,,59651912
,,,59651925
,,,59651940
,,,59651951
,,,59652062
,,,59652076
,,,59652083
,,,59652104
,,,59652184
,,,59652241
,,,59652307
,,,59652330
,,,59652331
,,,59652358
,,,59652381
,,,59652536
,,,59652547
,,,59653342
,,,59653493
,,,59653494
,,,59653503
,,,59653509
,,,59653528
,,,59653538
,,,59653563
,,,59653795
,,,59653930
,,,59653956
,,,59654255
,,,59654271
,,,59654280
,,,59654683
,,,59655003
,,,59656898
,,,59656908
,,,59656940
,,,59656941
,,,59656950
,,,59656956
,,,59656961
,,,59656977
,,,59657075
,,,59657081
,,,59657101
,,,59657108
,,,59657123
,,,59657130
,,,59657159
,,,59657232
,,,59657248
,,,59657249
,,,59657291
,,,59657402
,,,59657403
,,,59657561
,,,59657567
,,,59657606
,,,59657692
,,,59657698
,,,59657714
,,,59657720
,,,59658169
,,,59658295
,,,59658302
,,,59658757
,,,59659835
,,,59659842
,,,59661209
,,,59673888
,,,59673892
,,,59673893
,,,59673932
,,,59693733
,,,59693734
,,,59693763
,,,75319996
,,,75319999
,,,75320006
,,,75320015
,,,75320082
,,,75320094
,,,75320182
,,,75320188
,,,75320196
,,,75320295
,,,75320367
,,,7822937
,,,7822974
,,,7822995
,,,113371487
,,,113371527
,,,113371531
,,,113371563
,,,113371571
,,,113371594
,,,113371621
,,,113371632
,,,113371676
,,,113371866
,,,113371887
,,,113371953
,,,113371972
,,,113371998
,,,113372019
,,,113372038
,,,113372047
,,,113372059
,,,113372071
,,,113372084
,,,113372096
,,,113372253
,,,113372269
,,,113372279
,,,113372308
,,,113372323
,,,113372330
,,,113372341
,,,113372351
,,,113372362
,,,113372427
,,,113372538
,,,113372570
,,,113372589
,,,113372602
,,,113372610
,,,113372668
,,,113372676
,,,113372677
,,,113372829
,,,113372850
,,,113372873
,,,113372888
,,,113372897
,,,113372956
,,,113372964
,,,113372965
,,,113373128
,,,113373139
,,,113373151
,,,113373160
,,,113373187
,,,113373207
,,,113373208
,,,113373383
,,,113373407
,,,113373439
,,,113373460
,,,113373461
,,,113373481
,,,113373732
,,,24608114
,,,24608116
,,,24768192
,,,24768195
,,,24768196
,,,24768237
,,,30777670
,,,30777676
,,,30777704
,,,30777851
,,,30777882
,,,30777894
,,,30777898
,,,30779209
,,,35014118
,,,35015249
,,,35015254
,,,35015271
,,,35015273
,,,35015310
,,,35015439
,,,35015449
,,,35015466
,,,35015467
,,,35015476
,,,35015482
,,,35015494
,,,35015510
,,,35015522
,,,35015537
,,,35015549
,,,35015659
,,,35015717
,,,35015782
,,,35015839
,,,35015928
,,,35015929
,,,35015956
,,,35015979
,,,35016149
,,,35016151
,,,35016188
,,,35016983
,,,35017135
,,,35017136
,,,35017145
,,,35017151
,,,35017170
,,,35017180
,,,35017205
,,,35017437
,,,35017572
,,,35017598
,,,35017897
,,,35017913
,,,35017922
,,,35018326
,,,35018652
,,,35020631
,,,35020641
,,,35020673
,,,35020674
,,,35020683
,,,35020689
,,,35020694
,,,35020710
,,,35020808
,,,35020814
,,,35020834
,,,35020841
,,,35020856
,,,35020863
,,,35020892
,,,35020981
,,,35020982
,,,35021024
,,,35021135
,,,35021136
,,,35021294
,,,35021300
,,,35021339
,,,35021425
,,,35021431
,,,35021447
,,,35021453
,,,35021902
,,,35022028
,,,35022035
,,,35022490
,,,35022608
,,,35022615
,,,59651514
,,,59651644
,,,59651649
,,,59651654
,,,59651700
,,,59651711
,,,59651841
,,,59651851
,,,59651868
,,,59651869
,,,59651878
,,,59651884
,,,59651896
,,,59651912
,,,59651925
,,,59651940
,,,59651951
,,,59652062
,,,59652076
,,,59652083
,,,59652104
,,,59652184
,,,59652241
,,,59652307
,,,59652330
,,,59652331
,,,59652358
,,,59652381
,,,59652536
,,,59652547
,,,59653342
,,,59653493
,,,59653494
,,,59653503
,,,59653509
,,,59653528
,,,59653538
,,,59653563
,,,59653795
,,,59653930
,,,59653956
,,,59654255
,,,59654271
,,,59654280
,,,59654683
,,,59655003
,,,59656898
,,,59656908
,,,59656940
,,,59656941
,,,59656950
,,,59656956
,,,59656961
,,,59656977
,,,59657075
,,,59657081
,,,59657101
,,,59657108
,,,59657123
,,,59657130
,,,59657159
,,,59657232
,,,59657248
,,,59657249
,,,59657291
,,,59657402
,,,59657403
,,,59657561
,,,59657567
,,,59657606
,,,59657692
,,,59657698
,,,59657714
,,,59657720
,,,59658169
,,,59658295
,,,59658302
,,,59658757
,,,59659835
,,,59659842
,,,59661209
,,,59673888
,,,59673892
,,,59673893
,,,59673932
,,,59693733
,,,59693734
,,,59693763
,,,75319996
,,,75319999
,,,75320006
,,,75320015
,,,75320082
,,,75320094
,,,75320182
,,,75320188
,,,75320196
,,,75320295
,,,75320367
,,,7822937
,,,7822974
,,,7822995
,,,113371728
,,,113372148
,,,113372154
,,,113372159
,,,113372186
,,,113372187
,,,113372455
,,,113372695
,,,113372706
,,,113372716
,,,113372773
,,,113372781
,,,113372788
,,,113372985
,,,113372997
,,,113373009
,,,113373020
,,,113373070
,,,113373078
,,,113373085
,,,113373090
,,,113373202
,,,113373223
,,,113373290
,,,113373454
,,,113373476
,,,113373497
,,,113373618
,,,113373631
,,,113373764
,,,113373778
,,,113373840
,,,113373854
,,,113373996
,,,113374056
,,,113374072
,,,113374074
,,,113374149
,,,113374198
,,,113374213
,,,113374258
,,,113374272
,,,113374315
,,,113374326
,,,24608115
,,,24768227
,,,24768247
,,,24768248
,,,24768258
,,,24768259
,,,24768262
,,,24768281
,,,30777733
,,,30777896
,,,30777925
,,,30777950
,,,30777985
,,,30778102
,,,30778112
,,,30778116
